YEAR,STATE,EVTYPE,COUNT,FATALITIES
1960,montana,TORNADO,3,0
1960,montana,HAIL,22,0
1960,montana,THUNDERSTORM / THUNDERSTORM WIND,5,0
1961,montana,HAIL,16,0
1961,montana,THUNDERSTORM / THUNDERSTORM WIND,8,0
1961,montana,TORNADO,2,0
1962,montana,HAIL,23,0
1962,montana,TORNADO,10,0
1962,montana,THUNDERSTORM / THUNDERSTORM WIND,11,0
1963,montana,HAIL,22,0
1963,montana,TORNADO,3,0
1963,montana,THUNDERSTORM / THUNDERSTORM WIND,20,0
1964,montana,TORNADO,6,0
1964,montana,THUNDERSTORM / THUNDERSTORM WIND,12,0
1964,montana,HAIL,12,0
1965,montana,THUNDERSTORM / THUNDERSTORM WIND,8,0
1965,montana,TORNADO,9,0
1965,montana,HAIL,26,0
1966,montana,THUNDERSTORM / THUNDERSTORM WIND,10,0
1966,montana,HAIL,31,0
1966,montana,TORNADO,2,0
1967,montana,THUNDERSTORM / THUNDERSTORM WIND,11,0
1967,montana,HAIL,11,0
1968,montana,HAIL,16,0
1968,montana,THUNDERSTORM / THUNDERSTORM WIND,27,0
1968,montana,TORNADO,1,0
1969,montana,THUNDERSTORM / THUNDERSTORM WIND,16,0
1969,montana,HAIL,14,0
1969,montana,TORNADO,2,0
1970,montana,THUNDERSTORM / THUNDERSTORM WIND,30,0
1970,montana,HAIL,13,0
1970,montana,TORNADO,1,0
1971,montana,THUNDERSTORM / THUNDERSTORM WIND,11,0
1971,montana,TORNADO,8,0
1971,montana,HAIL,14,0
1972,montana,THUNDERSTORM / THUNDERSTORM WIND,11,0
1972,montana,TORNADO,4,0
1972,montana,HAIL,3,0
1973,montana,THUNDERSTORM / THUNDERSTORM WIND,29,0
1973,montana,TORNADO,2,0
1973,montana,HAIL,10,0
1974,montana,HAIL,19,0
1974,montana,THUNDERSTORM / THUNDERSTORM WIND,7,0
1975,montana,THUNDERSTORM / THUNDERSTORM WIND,26,0
1975,montana,TORNADO,10,0
1975,montana,HAIL,28,0
1976,montana,THUNDERSTORM / THUNDERSTORM WIND,14,0
1976,montana,HAIL,25,0
1976,montana,TORNADO,2,0
1977,montana,TORNADO,6,0
1977,montana,THUNDERSTORM / THUNDERSTORM WIND,4,0
1977,montana,HAIL,3,0
1978,montana,TORNADO,13,0
1978,montana,HAIL,15,0
1978,montana,THUNDERSTORM / THUNDERSTORM WIND,19,0
1979,montana,THUNDERSTORM / THUNDERSTORM WIND,11,0
1979,montana,HAIL,7,0
1979,montana,TORNADO,5,0
1980,montana,THUNDERSTORM / THUNDERSTORM WIND,20,0
1980,montana,HAIL,8,0
1980,montana,TORNADO,7,0
1981,montana,HAIL,16,0
1981,montana,TORNADO,3,0
1981,montana,THUNDERSTORM / THUNDERSTORM WIND,17,0
1982,montana,TORNADO,3,0
1982,montana,HAIL,39,0
1982,montana,THUNDERSTORM / THUNDERSTORM WIND,20,0
1983,montana,THUNDERSTORM / THUNDERSTORM WIND,45,0
1983,montana,HAIL,19,0
1983,montana,TORNADO,4,1
1984,montana,THUNDERSTORM / THUNDERSTORM WIND,24,0
1984,montana,HAIL,15,0
1984,montana,TORNADO,5,0
1985,montana,THUNDERSTORM / THUNDERSTORM WIND,18,2
1985,montana,HAIL,12,0
1985,montana,TORNADO,2,0
1986,montana,THUNDERSTORM / THUNDERSTORM WIND,13,0
1986,montana,TORNADO,4,0
1986,montana,HAIL,10,0
1987,montana,THUNDERSTORM / THUNDERSTORM WIND,13,0
1987,montana,HAIL,12,0
1987,montana,TORNADO,1,0
1988,montana,TORNADO,20,0
1988,montana,THUNDERSTORM / THUNDERSTORM WIND,55,0
1988,montana,HAIL,36,0
1989,montana,THUNDERSTORM / THUNDERSTORM WIND,60,0
1989,montana,HAIL,23,0
1989,montana,TORNADO,6,0
1990,montana,HAIL,33,0
1990,montana,TORNADO,6,0
1990,montana,THUNDERSTORM / THUNDERSTORM WIND,32,0
1991,montana,TORNADO,30,0
1991,montana,HAIL,75,0
1991,montana,THUNDERSTORM / THUNDERSTORM WIND,32,0
1992,montana,THUNDERSTORM / THUNDERSTORM WIND,17,0
1992,montana,TORNADO,9,0
1950,nebraska,TORNADO,6,0
1951,nebraska,TORNADO,9,0
1952,nebraska,TORNADO,11,0
1953,nebraska,TORNADO,49,16
1954,nebraska,TORNADO,19,7
1955,nebraska,TORNADO,34,3
1955,nebraska,THUNDERSTORM / THUNDERSTORM WIND,9,0
1955,nebraska,HAIL,25,0
1956,nebraska,THUNDERSTORM / THUNDERSTORM WIND,19,0
1956,nebraska,TORNADO,36,0
1956,nebraska,HAIL,47,0
1957,nebraska,TORNADO,55,1
1957,nebraska,HAIL,50,0
1957,nebraska,THUNDERSTORM / THUNDERSTORM WIND,15,0
1958,nebraska,TORNADO,55,0
1958,nebraska,HAIL,90,0
1958,nebraska,THUNDERSTORM / THUNDERSTORM WIND,17,0
1959,nebraska,THUNDERSTORM / THUNDERSTORM WIND,29,0
1959,nebraska,TORNADO,45,1
1959,nebraska,HAIL,39,0
1960,nebraska,TORNADO,43,2
1960,nebraska,HAIL,55,0
1960,nebraska,THUNDERSTORM / THUNDERSTORM WIND,38,0
1961,nebraska,THUNDERSTORM / THUNDERSTORM WIND,34,0
1961,nebraska,HAIL,45,0
1961,nebraska,TORNADO,12,0
1962,nebraska,THUNDERSTORM / THUNDERSTORM WIND,52,0
1962,nebraska,TORNADO,44,0
1962,nebraska,HAIL,59,0
1963,nebraska,THUNDERSTORM / THUNDERSTORM WIND,37,0
1963,nebraska,HAIL,35,0
1963,nebraska,TORNADO,17,1
1964,nebraska,TORNADO,46,4
1964,nebraska,HAIL,55,0
1964,nebraska,THUNDERSTORM / THUNDERSTORM WIND,51,0
1965,nebraska,HAIL,57,0
1965,nebraska,THUNDERSTORM / THUNDERSTORM WIND,37,0
1965,nebraska,TORNADO,48,4
1966,nebraska,THUNDERSTORM / THUNDERSTORM WIND,38,0
1966,nebraska,TORNADO,10,0
1966,nebraska,HAIL,27,0
1967,nebraska,THUNDERSTORM / THUNDERSTORM WIND,40,0
1967,nebraska,TORNADO,41,0
1967,nebraska,HAIL,50,0
1968,nebraska,HAIL,64,0
1968,nebraska,THUNDERSTORM / THUNDERSTORM WIND,66,0
1968,nebraska,TORNADO,21,0
1969,nebraska,THUNDERSTORM / THUNDERSTORM WIND,55,0
1969,nebraska,HAIL,29,0
1969,nebraska,TORNADO,20,1
1970,nebraska,HAIL,51,0
1970,nebraska,THUNDERSTORM / THUNDERSTORM WIND,74,0
1970,nebraska,TORNADO,14,0
1971,nebraska,TORNADO,52,0
1971,nebraska,HAIL,52,0
1971,nebraska,THUNDERSTORM / THUNDERSTORM WIND,37,0
1972,nebraska,HAIL,36,0
1972,nebraska,THUNDERSTORM / THUNDERSTORM WIND,18,0
1972,nebraska,TORNADO,30,0
1973,nebraska,HAIL,74,0
1973,nebraska,TORNADO,19,0
1973,nebraska,THUNDERSTORM / THUNDERSTORM WIND,108,0
1974,nebraska,HAIL,119,0
1974,nebraska,TORNADO,36,0
1974,nebraska,THUNDERSTORM / THUNDERSTORM WIND,111,0
1975,nebraska,TORNADO,80,4
1975,nebraska,THUNDERSTORM / THUNDERSTORM WIND,86,0
1975,nebraska,HAIL,77,0
1976,nebraska,HAIL,66,0
1976,nebraska,THUNDERSTORM / THUNDERSTORM WIND,46,0
1976,nebraska,TORNADO,26,0
1977,nebraska,TORNADO,75,0
1977,nebraska,HAIL,96,0
1977,nebraska,THUNDERSTORM / THUNDERSTORM WIND,85,0
1978,nebraska,HAIL,102,0
1978,nebraska,TORNADO,51,0
1978,nebraska,THUNDERSTORM / THUNDERSTORM WIND,112,0
1979,nebraska,THUNDERSTORM / THUNDERSTORM WIND,150,0
1979,nebraska,HAIL,167,0
1979,nebraska,TORNADO,22,0
1980,nebraska,THUNDERSTORM / THUNDERSTORM WIND,173,0
1980,nebraska,HAIL,217,0
1980,nebraska,TORNADO,51,5
1981,nebraska,HAIL,137,0
1981,nebraska,THUNDERSTORM / THUNDERSTORM WIND,126,0
1981,nebraska,TORNADO,19,0
1982,nebraska,THUNDERSTORM / THUNDERSTORM WIND,183,0
1982,nebraska,HAIL,174,0
1982,nebraska,TORNADO,37,0
1983,nebraska,TORNADO,16,0
1983,nebraska,THUNDERSTORM / THUNDERSTORM WIND,113,0
1983,nebraska,HAIL,86,0
1984,nebraska,HAIL,130,0
1984,nebraska,TORNADO,52,0
1984,nebraska,THUNDERSTORM / THUNDERSTORM WIND,71,0
1985,nebraska,THUNDERSTORM / THUNDERSTORM WIND,138,0
1985,nebraska,HAIL,128,0
1985,nebraska,TORNADO,55,0
1986,nebraska,THUNDERSTORM / THUNDERSTORM WIND,156,0
1986,nebraska,TORNADO,57,0
1986,nebraska,HAIL,196,0
1987,nebraska,TORNADO,26,0
1987,nebraska,THUNDERSTORM / THUNDERSTORM WIND,87,0
1987,nebraska,HAIL,106,0
1988,nebraska,TORNADO,23,2
1988,nebraska,THUNDERSTORM / THUNDERSTORM WIND,71,0
1988,nebraska,HAIL,61,0
1989,nebraska,TORNADO,41,0
1989,nebraska,HAIL,107,0
1989,nebraska,THUNDERSTORM / THUNDERSTORM WIND,132,0
1990,nebraska,THUNDERSTORM / THUNDERSTORM WIND,89,0
1990,nebraska,HAIL,121,0
1990,nebraska,TORNADO,103,0
1991,nebraska,HAIL,153,0
1991,nebraska,THUNDERSTORM / THUNDERSTORM WIND,107,0
1991,nebraska,TORNADO,67,0
1992,nebraska,TORNADO,77,0
1992,nebraska,THUNDERSTORM / THUNDERSTORM WIND,153,0
1957,nevada,HAIL,1,0
1958,nevada,HAIL,1,0
1959,nevada,THUNDERSTORM / THUNDERSTORM WIND,4,0
1961,nevada,HAIL,3,0
1961,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1962,nevada,TORNADO,1,0
1963,nevada,THUNDERSTORM / THUNDERSTORM WIND,1,0
1964,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1964,nevada,TORNADO,4,0
1965,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1965,nevada,HAIL,1,0
1966,nevada,THUNDERSTORM / THUNDERSTORM WIND,2,0
1967,nevada,TORNADO,2,0
1967,nevada,HAIL,1,0
1968,nevada,THUNDERSTORM / THUNDERSTORM WIND,1,0
1969,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1969,nevada,HAIL,1,0
1970,nevada,HAIL,3,0
1970,nevada,TORNADO,1,0
1970,nevada,THUNDERSTORM / THUNDERSTORM WIND,2,0
1971,nevada,THUNDERSTORM / THUNDERSTORM WIND,1,0
1971,nevada,TORNADO,1,0
1972,nevada,THUNDERSTORM / THUNDERSTORM WIND,6,0
1973,nevada,THUNDERSTORM / THUNDERSTORM WIND,6,0
1973,nevada,TORNADO,2,0
1974,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1974,nevada,TORNADO,1,0
1975,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1975,nevada,TORNADO,2,0
1976,nevada,THUNDERSTORM / THUNDERSTORM WIND,9,0
1976,nevada,HAIL,2,0
1977,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1977,nevada,TORNADO,2,0
1977,nevada,HAIL,1,0
1978,nevada,THUNDERSTORM / THUNDERSTORM WIND,6,0
1979,nevada,THUNDERSTORM / THUNDERSTORM WIND,5,0
1979,nevada,HAIL,3,0
1979,nevada,TORNADO,2,0
1980,nevada,HAIL,2,0
1980,nevada,THUNDERSTORM / THUNDERSTORM WIND,5,0
1981,nevada,HAIL,3,0
1981,nevada,THUNDERSTORM / THUNDERSTORM WIND,3,0
1982,nevada,HAIL,3,0
1982,nevada,TORNADO,1,0
1982,nevada,THUNDERSTORM / THUNDERSTORM WIND,2,0
1983,nevada,HAIL,2,0
1983,nevada,TORNADO,1,0
1983,nevada,THUNDERSTORM / THUNDERSTORM WIND,1,0
1984,nevada,THUNDERSTORM / THUNDERSTORM WIND,14,0
1984,nevada,HAIL,4,0
1984,nevada,TORNADO,2,0
1985,nevada,THUNDERSTORM / THUNDERSTORM WIND,11,3
1985,nevada,HAIL,1,0
1986,nevada,THUNDERSTORM / THUNDERSTORM WIND,6,0
1986,nevada,TORNADO,1,0
1986,nevada,HAIL,2,0
1987,nevada,THUNDERSTORM / THUNDERSTORM WIND,10,0
1987,nevada,TORNADO,8,0
1987,nevada,HAIL,4,0
1988,nevada,TORNADO,4,0
1988,nevada,THUNDERSTORM / THUNDERSTORM WIND,13,0
1988,nevada,HAIL,3,0
1989,nevada,HAIL,1,0
1989,nevada,TORNADO,3,0
1989,nevada,THUNDERSTORM / THUNDERSTORM WIND,8,0
1990,nevada,TORNADO,1,0
1990,nevada,THUNDERSTORM / THUNDERSTORM WIND,5,1
1990,nevada,HAIL,1,0
1991,nevada,TORNADO,2,0
1991,nevada,HAIL,2,0
1991,nevada,THUNDERSTORM / THUNDERSTORM WIND,2,0
1992,nevada,TORNADO,4,0
1992,nevada,THUNDERSTORM / THUNDERSTORM WIND,9,0
1951,new hampshire,TORNADO,1,0
1953,new hampshire,TORNADO,2,0
1954,new hampshire,TORNADO,1,0
1955,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,1,0
1955,new hampshire,HAIL,1,0
1955,new hampshire,TORNADO,1,0
1956,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,1,0
1956,new hampshire,TORNADO,2,0
1957,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,1,0
1957,new hampshire,TORNADO,1,0
1957,new hampshire,HAIL,1,0
1958,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,3,0
1959,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,1,0
1959,new hampshire,TORNADO,1,0
1960,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,2,0
1960,new hampshire,TORNADO,1,0
1961,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,2,0
1961,new hampshire,TORNADO,4,0
1962,new hampshire,HAIL,6,0
1962,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,4,0
1962,new hampshire,TORNADO,2,0
1963,new hampshire,TORNADO,9,0
1963,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,2,0
1963,new hampshire,HAIL,3,0
1964,new hampshire,TORNADO,1,0
1964,new hampshire,HAIL,2,0
1964,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,1,0
1965,new hampshire,TORNADO,3,0
1965,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,4,0
1965,new hampshire,HAIL,1,0
1966,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,6,0
1966,new hampshire,TORNADO,4,0
1966,new hampshire,HAIL,1,0
1967,new hampshire,TORNADO,1,0
1967,new hampshire,HAIL,1,0
1967,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,2,0
1968,new hampshire,HAIL,3,0
1968,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,5,0
1968,new hampshire,TORNADO,4,0
1969,new hampshire,TORNADO,2,0
1969,new hampshire,HAIL,1,0
1970,new hampshire,HAIL,3,0
1970,new hampshire,TORNADO,4,0
1970,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,5,0
1971,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,11,0
1972,new hampshire,TORNADO,8,0
1972,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,1,0
1973,new hampshire,HAIL,5,0
1973,new hampshire,TORNADO,2,0
1973,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,5,0
1974,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,7,0
1974,new hampshire,TORNADO,1,0
1975,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,7,0
1975,new hampshire,HAIL,4,0
1976,new hampshire,TORNADO,2,0
1976,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,7,0
1976,new hampshire,HAIL,3,0
1977,new hampshire,HAIL,1,0
1977,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,7,0
1978,new hampshire,TORNADO,3,0
1978,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,2,0
1978,new hampshire,HAIL,1,0
1979,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,6,0
1979,new hampshire,HAIL,1,0
1980,new hampshire,HAIL,3,0
1980,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,6,0
1980,new hampshire,TORNADO,1,0
1981,new hampshire,TORNADO,1,0
1981,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,4,0
1981,new hampshire,HAIL,3,0
1982,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,2,0
1983,new hampshire,HAIL,2,0
1983,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,24,0
1984,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,6,0
1984,new hampshire,TORNADO,4,0
1984,new hampshire,HAIL,1,0
1985,new hampshire,HAIL,3,0
1985,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,4,0
1986,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,41,0
1986,new hampshire,HAIL,7,0
1986,new hampshire,TORNADO,4,0
1987,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,16,0
1987,new hampshire,HAIL,6,0
1988,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,40,0
1988,new hampshire,HAIL,3,0
1988,new hampshire,TORNADO,1,0
1989,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,6,0
1989,new hampshire,HAIL,1,0
1990,new hampshire,HAIL,6,0
1990,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,9,0
1991,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,19,3
1991,new hampshire,TORNADO,1,0
1991,new hampshire,HAIL,3,0
1992,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,6,0
1951,new jersey,TORNADO,1,0
1952,new jersey,TORNADO,4,0
1955,new jersey,THUNDERSTORM / THUNDERSTORM WIND,2,0
1955,new jersey,HAIL,1,0
1955,new jersey,TORNADO,1,0
1956,new jersey,TORNADO,4,0
1956,new jersey,HAIL,1,0
1956,new jersey,THUNDERSTORM / THUNDERSTORM WIND,4,0
1957,new jersey,THUNDERSTORM / THUNDERSTORM WIND,6,0
1957,new jersey,TORNADO,1,0
1958,new jersey,TORNADO,4,0
1958,new jersey,THUNDERSTORM / THUNDERSTORM WIND,4,0
1960,new jersey,TORNADO,6,0
1960,new jersey,THUNDERSTORM / THUNDERSTORM WIND,2,0
1961,new jersey,THUNDERSTORM / THUNDERSTORM WIND,1,0
1962,new jersey,TORNADO,3,0
1962,new jersey,HAIL,2,0
1962,new jersey,THUNDERSTORM / THUNDERSTORM WIND,1,0
1963,new jersey,THUNDERSTORM / THUNDERSTORM WIND,5,0
1964,new jersey,TORNADO,6,0
1964,new jersey,HAIL,1,0
1964,new jersey,THUNDERSTORM / THUNDERSTORM WIND,1,0
1965,new jersey,THUNDERSTORM / THUNDERSTORM WIND,3,0
1966,new jersey,THUNDERSTORM / THUNDERSTORM WIND,4,0
1966,new jersey,HAIL,2,0
1967,new jersey,THUNDERSTORM / THUNDERSTORM WIND,2,0
1967,new jersey,HAIL,1,0
1967,new jersey,TORNADO,1,0
1968,new jersey,HAIL,1,0
1968,new jersey,THUNDERSTORM / THUNDERSTORM WIND,5,0
1969,new jersey,THUNDERSTORM / THUNDERSTORM WIND,4,0
1969,new jersey,HAIL,1,0
1970,new jersey,THUNDERSTORM / THUNDERSTORM WIND,16,0
1970,new jersey,TORNADO,2,0
1970,new jersey,HAIL,1,0
1971,new jersey,THUNDERSTORM / THUNDERSTORM WIND,2,0
1971,new jersey,TORNADO,3,0
1972,new jersey,THUNDERSTORM / THUNDERSTORM WIND,1,0
1973,new jersey,TORNADO,8,0
1973,new jersey,THUNDERSTORM / THUNDERSTORM WIND,5,0
1974,new jersey,TORNADO,2,0
1974,new jersey,THUNDERSTORM / THUNDERSTORM WIND,12,0
1974,new jersey,HAIL,4,0
1975,new jersey,TORNADO,3,0
1975,new jersey,HAIL,6,0
1975,new jersey,THUNDERSTORM / THUNDERSTORM WIND,8,0
1976,new jersey,THUNDERSTORM / THUNDERSTORM WIND,11,0
1976,new jersey,HAIL,1,0
1976,new jersey,TORNADO,1,0
1977,new jersey,HAIL,4,0
1977,new jersey,THUNDERSTORM / THUNDERSTORM WIND,7,0
1977,new jersey,TORNADO,2,0
1978,new jersey,HAIL,2,0
1978,new jersey,THUNDERSTORM / THUNDERSTORM WIND,1,0
1979,new jersey,THUNDERSTORM / THUNDERSTORM WIND,6,0
1979,new jersey,HAIL,1,0
1979,new jersey,TORNADO,2,0
1980,new jersey,TORNADO,1,0
1980,new jersey,HAIL,8,0
1980,new jersey,THUNDERSTORM / THUNDERSTORM WIND,15,0
1981,new jersey,THUNDERSTORM / THUNDERSTORM WIND,5,0
1981,new jersey,TORNADO,3,0
1982,new jersey,TORNADO,1,0
1982,new jersey,HAIL,3,0
1982,new jersey,THUNDERSTORM / THUNDERSTORM WIND,11,0
1983,new jersey,THUNDERSTORM / THUNDERSTORM WIND,16,0
1983,new jersey,HAIL,2,0
1983,new jersey,TORNADO,1,0
1984,new jersey,THUNDERSTORM / THUNDERSTORM WIND,15,0
1984,new jersey,HAIL,3,0
1985,new jersey,HAIL,16,0
1985,new jersey,THUNDERSTORM / THUNDERSTORM WIND,23,0
1985,new jersey,TORNADO,3,0
1986,new jersey,HAIL,5,0
1986,new jersey,THUNDERSTORM / THUNDERSTORM WIND,7,0
1986,new jersey,TORNADO,1,0
1987,new jersey,HAIL,25,0
1987,new jersey,THUNDERSTORM / THUNDERSTORM WIND,69,0
1987,new jersey,TORNADO,9,0
1988,new jersey,THUNDERSTORM / THUNDERSTORM WIND,67,0
1988,new jersey,HAIL,4,0
1988,new jersey,TORNADO,6,0
1989,new jersey,THUNDERSTORM / THUNDERSTORM WIND,98,4
1989,new jersey,TORNADO,17,0
1989,new jersey,HAIL,4,0
1990,new jersey,THUNDERSTORM / THUNDERSTORM WIND,82,0
1990,new jersey,TORNADO,8,0
1990,new jersey,HAIL,12,0
1991,new jersey,HAIL,13,0
1991,new jersey,THUNDERSTORM / THUNDERSTORM WIND,96,0
1991,new jersey,TORNADO,1,0
1992,new jersey,THUNDERSTORM / THUNDERSTORM WIND,91,0
1992,new jersey,TORNADO,4,0
1950,new mexico,TORNADO,2,0
1951,new mexico,TORNADO,2,0
1954,new mexico,TORNADO,8,0
1955,new mexico,THUNDERSTORM / THUNDERSTORM WIND,1,0
1955,new mexico,TORNADO,1,0
1955,new mexico,HAIL,2,0
1956,new mexico,TORNADO,4,0
1956,new mexico,HAIL,6,0
1956,new mexico,THUNDERSTORM / THUNDERSTORM WIND,2,0
1957,new mexico,TORNADO,17,1
1957,new mexico,HAIL,14,0
1957,new mexico,THUNDERSTORM / THUNDERSTORM WIND,4,0
1958,new mexico,HAIL,4,0
1958,new mexico,TORNADO,7,0
1958,new mexico,THUNDERSTORM / THUNDERSTORM WIND,2,0
1959,new mexico,TORNADO,16,0
1959,new mexico,HAIL,10,0
1959,new mexico,THUNDERSTORM / THUNDERSTORM WIND,6,0
1960,new mexico,THUNDERSTORM / THUNDERSTORM WIND,6,0
1960,new mexico,TORNADO,6,0
1960,new mexico,HAIL,12,0
1961,new mexico,HAIL,12,0
1961,new mexico,TORNADO,11,0
1961,new mexico,THUNDERSTORM / THUNDERSTORM WIND,10,0
1962,new mexico,HAIL,11,0
1962,new mexico,TORNADO,12,0
1962,new mexico,THUNDERSTORM / THUNDERSTORM WIND,5,0
1963,new mexico,THUNDERSTORM / THUNDERSTORM WIND,14,0
1963,new mexico,HAIL,11,0
1963,new mexico,TORNADO,8,0
1964,new mexico,TORNADO,11,1
1964,new mexico,HAIL,6,0
1964,new mexico,THUNDERSTORM / THUNDERSTORM WIND,2,0
1965,new mexico,TORNADO,14,0
1965,new mexico,THUNDERSTORM / THUNDERSTORM WIND,15,0
1965,new mexico,HAIL,19,0
1966,new mexico,THUNDERSTORM / THUNDERSTORM WIND,13,0
1966,new mexico,TORNADO,16,0
1966,new mexico,HAIL,12,0
1967,new mexico,THUNDERSTORM / THUNDERSTORM WIND,16,0
1967,new mexico,HAIL,13,0
1967,new mexico,TORNADO,8,0
1968,new mexico,THUNDERSTORM / THUNDERSTORM WIND,15,0
1968,new mexico,HAIL,13,0
1968,new mexico,TORNADO,2,0
1969,new mexico,TORNADO,10,0
1969,new mexico,HAIL,28,0
1969,new mexico,THUNDERSTORM / THUNDERSTORM WIND,16,0
1970,new mexico,TORNADO,11,0
1970,new mexico,HAIL,13,0
1970,new mexico,THUNDERSTORM / THUNDERSTORM WIND,5,0
1971,new mexico,TORNADO,12,0
1971,new mexico,THUNDERSTORM / THUNDERSTORM WIND,7,0
1971,new mexico,HAIL,17,0
1972,new mexico,THUNDERSTORM / THUNDERSTORM WIND,13,0
1972,new mexico,TORNADO,18,0
1972,new mexico,HAIL,10,0
1973,new mexico,HAIL,9,0
1973,new mexico,TORNADO,2,0
1973,new mexico,THUNDERSTORM / THUNDERSTORM WIND,11,0
1974,new mexico,TORNADO,6,1
1974,new mexico,THUNDERSTORM / THUNDERSTORM WIND,17,0
1974,new mexico,HAIL,4,0
1975,new mexico,HAIL,8,0
1975,new mexico,THUNDERSTORM / THUNDERSTORM WIND,12,0
1975,new mexico,TORNADO,3,0
1976,new mexico,HAIL,7,0
1976,new mexico,TORNADO,2,0
1976,new mexico,THUNDERSTORM / THUNDERSTORM WIND,8,0
1977,new mexico,HAIL,10,0
1977,new mexico,TORNADO,8,0
1977,new mexico,THUNDERSTORM / THUNDERSTORM WIND,9,0
1978,new mexico,THUNDERSTORM / THUNDERSTORM WIND,10,0
1978,new mexico,HAIL,13,0
1978,new mexico,TORNADO,3,0
1979,new mexico,HAIL,17,0
1979,new mexico,TORNADO,13,0
1979,new mexico,THUNDERSTORM / THUNDERSTORM WIND,5,0
1980,new mexico,THUNDERSTORM / THUNDERSTORM WIND,7,0
1980,new mexico,TORNADO,3,0
1980,new mexico,HAIL,2,0
1981,new mexico,TORNADO,8,0
1981,new mexico,HAIL,6,0
1981,new mexico,THUNDERSTORM / THUNDERSTORM WIND,7,0
1982,new mexico,TORNADO,7,0
1982,new mexico,THUNDERSTORM / THUNDERSTORM WIND,15,0
1982,new mexico,HAIL,19,0
1983,new mexico,THUNDERSTORM / THUNDERSTORM WIND,7,0
1983,new mexico,TORNADO,3,0
1983,new mexico,HAIL,5,0
1984,new mexico,HAIL,7,0
1984,new mexico,THUNDERSTORM / THUNDERSTORM WIND,8,0
1984,new mexico,TORNADO,1,0
1985,new mexico,THUNDERSTORM / THUNDERSTORM WIND,8,0
1985,new mexico,HAIL,8,0
1985,new mexico,TORNADO,5,0
1986,new mexico,THUNDERSTORM / THUNDERSTORM WIND,9,0
1986,new mexico,HAIL,11,0
1986,new mexico,TORNADO,2,0
1987,new mexico,TORNADO,15,0
1987,new mexico,HAIL,28,0
1987,new mexico,THUNDERSTORM / THUNDERSTORM WIND,11,0
1988,new mexico,THUNDERSTORM / THUNDERSTORM WIND,16,1
1988,new mexico,HAIL,28,0
1988,new mexico,TORNADO,10,0
1989,new mexico,HAIL,83,0
1989,new mexico,THUNDERSTORM / THUNDERSTORM WIND,27,0
1989,new mexico,TORNADO,17,0
1990,new mexico,THUNDERSTORM / THUNDERSTORM WIND,14,1
1990,new mexico,HAIL,41,0
1990,new mexico,TORNADO,16,0
1991,new mexico,TORNADO,31,0
1991,new mexico,HAIL,58,0
1991,new mexico,THUNDERSTORM / THUNDERSTORM WIND,16,0
1992,new mexico,THUNDERSTORM / THUNDERSTORM WIND,31,0
1992,new mexico,TORNADO,24,0
1952,new york,TORNADO,1,0
1954,new york,TORNADO,2,0
1955,new york,THUNDERSTORM / THUNDERSTORM WIND,2,0
